scorer,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Resident,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder,Intruder
keypoints,nose,nose,nose,ear_left,ear_left,ear_left,ear_right,ear_right,ear_right,neck,neck,neck,hip_left,hip_left,hip_left,hip_right,hip_right,hip_right,tail_base,tail_base,tail_base,nose,nose,nose,ear_left,ear_left,ear_left,ear_right,ear_right,ear_right,neck,neck,neck,hip_left,hip_left,hip_left,hip_right,hip_right,hip_right,tail_base,tail_base,tail_base
coord,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,403.9761138916016,193.31476013362408,0.7047672271728516,330.9761138916016,211.31476013362408,0.628908634185791,347.9761138916016,138.31476013362408,0.6808840036392212,329.9761138916016,172.31476013362408,0.8223615884780884,256.9761138916016,229.31476013362408,0.8048085570335388,232.9761138916016,144.31476013362408,0.5809094309806824,185.9761138916016,222.31476013362408,0.9192454814910888,651.3246459960938,178.8773232102394,0.7251315116882324,714.3246459960938,171.8773232102394,0.8107525110244751,698.3246459960938,219.8773232102394,0.7341265678405762,726.3246459960938,202.8773232102394,0.8671665191650391,839.3246459960938,225.8773232102394,0.6502978801727295,800.3246459960938,282.8773232102394,0.6888097524642944,859.3246459960938,296.8773232102394,0.9122576117515564
1,410.6927917480469,202.78546532988548,0.6897356510162354,341.6927917480469,214.78546532988548,0.6349622011184692,363.6927917480469,146.78546532988548,0.6502164602279663,336.6927917480469,176.78546532988548,0.8364651203155518,259.6927917480469,232.78546532988548,0.8499517440795898,236.6927917480469,146.78546532988548,0.6491425037384033,185.6927917480469,220.78546532988548,0.9148711562156676,636.3740417480469,174.04882889986038,0.7137764692306519,701.3740417480469,167.04882889986038,0.8331157565116882,679.3740417480469,219.0488288998604,0.7160751819610596,707.3740417480469,198.0488288998604,0.8703535795211792,820.3740417480469,216.0488288998604,0.6759480237960815,793.3740417480469,285.0488288998604,0.7714250683784485,846.3740417480469,281.0488288998604,0.8976072072982788
2,419.15491943359376,209.5764265805483,0.6606829166412354,348.15491943359376,218.5764265805483,0.6131097078323364,377.15491943359376,148.5764265805483,0.6339393854141235,349.15491943359376,180.5764265805483,0.8235576152801514,263.15491943359376,234.5764265805483,0.8115291595458984,240.15491943359376,150.5764265805483,0.6347948908805847,192.15491943359376,219.5764265805483,0.9202195405960084,620.173388671875,169.46799784898758,0.7213142514228821,685.173388671875,159.46799784898758,0.8315612077713013,663.173388671875,213.4679978489876,0.7300924062728882,690.173388671875,192.4679978489876,0.8629271984100342,802.173388671875,201.4679978489876,0.7373228669166565,781.173388671875,275.4679978489876,0.8856195211410522,830.173388671875,261.4679978489876,0.914100706577301
3,428.8128723144531,219.55885618925092,0.6286534070968628,354.8128723144531,227.55885618925092,0.5236473679542542,386.8128723144531,150.55885618925095,0.5522345900535583,359.8128723144531,185.55885618925092,0.7943322658538818,271.8128723144531,233.55885618925092,0.7876318097114563,260.8128723144531,148.55885618925095,0.7011541128158569,202.81287231445316,215.55885618925092,0.9040360450744628,614.07724609375,167.12882509827614,0.735945999622345,673.07724609375,155.12882509827614,0.8410273790359497,653.07724609375,209.1288250982761,0.7374119758605957,678.07724609375,186.1288250982761,0.8803681135177612,785.07724609375,194.1288250982761,0.700766921043396,774.07724609375,270.12882509827614,0.8475339412689209,817.07724609375,248.1288250982761,0.8870406150817871
4,440.4462951660156,219.90980325639248,0.5899137258529663,366.4462951660156,232.90980325639248,0.5997651815414429,395.4462951660156,156.90980325639248,0.5970959663391113,370.4462951660156,188.90980325639248,0.8147468566894531,279.4462951660156,231.90980325639248,0.7631285786628723,278.4462951660156,146.90980325639248,0.7016587257385254,208.44629516601563,210.90980325639248,0.9317069053649902,601.1171875,160.81486448645592,0.7409977316856384,662.1171875,148.81486448645592,0.8434106111526489,643.1171875,203.81486448645592,0.761059045791626,668.1171875,181.81486448645592,0.8908661007881165,774.1171875,188.81486448645592,0.7187838554382324,764.1171875,262.8148644864559,0.8415665030479431,805.1171875,238.81486448645592,0.9000091552734375
5,453.8524169921875,210.47833585739136,0.6463689208030701,377.8524169921875,237.47833585739136,0.6269112825393677,405.8524169921875,159.47833585739136,0.6072597503662109,377.8524169921875,190.47833585739136,0.8197084069252014,285.8524169921875,234.47833585739136,0.8076318502426147,284.8524169921875,146.47833585739136,0.7680491209030151,215.8524169921875,205.47833585739136,0.9189809560775756,592.193310546875,157.44216340780258,0.7077676057815552,650.193310546875,145.44216340780258,0.8465988636016846,634.193310546875,197.44216340780255,0.7253975868225098,660.193310546875,176.44216340780258,0.8787640929222107,768.193310546875,182.44216340780255,0.7276060581207275,761.193310546875,260.4421634078026,0.8359742164611816,799.193310546875,232.44216340780255,0.912268042564392
6,473.648373413086,196.9444625079632,0.7139386534690857,397.648373413086,237.9444625079632,0.6092823147773743,415.648373413086,153.94446250796318,0.698742151260376,396.648373413086,189.9444625079632,0.8406364917755127,295.64837341308595,235.9444625079632,0.8254169225692749,301.64837341308595,144.94446250796318,0.8113696575164795,234.64837341308595,196.9444625079632,0.8989362716674805,589.1686462402344,157.85320183634758,0.713516891002655,646.1686462402344,139.85320183634758,0.8368085622787476,631.1686462402344,197.8532018363476,0.7422589659690857,657.1686462402344,173.85320183634758,0.8718008399009705,763.1686462402344,174.85320183634758,0.7181770205497742,748.1686462402344,250.8532018363476,0.8658174872398376,795.1686462402344,226.8532018363476,0.9211688041687012
7,486.8032867431641,190.0381365120411,0.7300901412963867,416.8032867431641,221.0381365120411,0.648108959197998,426.8032867431641,151.0381365120411,0.6813178658485413,409.8032867431641,184.0381365120411,0.8591985702514648,300.80328674316405,233.0381365120411,0.8599657416343689,314.80328674316405,139.0381365120411,0.8252449035644531,242.80328674316405,187.0381365120411,0.9281986355781556,594.5912475585938,165.56948551535606,0.7139468789100647,647.5912475585938,141.56948551535606,0.8457321524620056,640.5912475585938,199.5694855153561,0.7335060834884644,661.5912475585938,174.56948551535606,0.8642520308494568,756.5912475585938,169.56948551535606,0.7303414344787598,736.5912475585938,242.5694855153561,0.8677150011062622,791.5912475585938,223.5694855153561,0.9285875558853148
8,494.622006225586,182.6498130261898,0.7143986821174622,427.622006225586,216.6498130261898,0.5429844260215759,440.622006225586,143.6498130261898,0.6308208703994751,421.622006225586,175.6498130261898,0.8396993279457092,306.62200622558595,225.6498130261898,0.8015009164810181,324.62200622558595,132.6498130261898,0.8089377880096436,258.62200622558595,177.6498130261898,0.9324386119842528,600.3443542480469,185.22708266973493,0.6950329542160034,648.3443542480469,142.22708266973495,0.8141759037971497,647.3443542480469,207.22708266973493,0.7126739621162415,663.3443542480469,177.22708266973495,0.8584191799163818,756.3443542480469,167.22708266973495,0.7328255772590637,731.3443542480469,242.22708266973493,0.8781229853630066,790.3443542480469,225.22708266973493,0.9358339309692384
